drug1;drug2
sildenafil;tipranavir
sildenafil;voriconazole
meperidine;chlorpromazine
meperidine;desvenlafaxine
meperidine;donepezil
meperidine;galantamine
meperidine;isocarboxazid
meperidine;isoniazid
meperidine;moclobemide
meperidine;phenelzine
meperidine;rasagiline
meperidine;ritonavir
meperidine;rivastigmine
meperidine;selegiline
meperidine;sibutramine
meperidine;tipranavir
meperidine;tramadol
meperidine;tranylcypromine
meperidine;trazodone
meperidine;trimipramine
meperidine;triprolidine
meperidine;venlafaxine
meperidine;zolmitriptan
chlorothiazide;amifostine
chlorothiazide;cholestyramine
chlorothiazide;colestipol
chlorothiazide;digoxin
chlorothiazide;dofetilide
chlorothiazide;lithium
chlorothiazide;rituximab
chlorothiazide;topiramate
chlorothiazide;trandolapril
chlorothiazide;treprostinil
streptomycin;bumetanide
streptomycin;cefotaxime
streptomycin;cefotetan
streptomycin;cefoxitin
streptomycin;ceftazidime
streptomycin;ceftriaxone
streptomycin;colistimethate
streptomycin;ethacrynic_acid
streptomycin;furosemide
streptomycin;tacrolimus
streptomycin;ticarcillin
formoterol;acebutolol
formoterol;atenolol
formoterol;betaxolol
formoterol;bevantolol
formoterol;bisoprolol
formoterol;carteolol
formoterol;carvedilol
formoterol;esmolol
formoterol;labetalol
formoterol;metoprolol
formoterol;nadolol
formoterol;oxprenolol
formoterol;penbutolol
formoterol;pindolol
formoterol;practolol
formoterol;propranolol
formoterol;sotalol
formoterol;timolol
dezocine;triprolidine
chlorambucil;leflunomide
chlorambucil;natalizumab
chlorambucil;pimecrolimus
chlorambucil;roflumilast
chlorambucil;tacrolimus
chlorambucil;trastuzumab
nicardipine;bromazepam
nicardipine;cyclosporine
nicardipine;dantrolene
nicardipine;quinupristin
nicardipine;tacrolimus
nicardipine;tadalafil
nicardipine;tamoxifen
nicardipine;tamsulosin
nicardipine;telithromycin
nicardipine;temsirolimus
nicardipine;teniposide
nicardipine;terfenadine
nicardipine;thiopental
nicardipine;tiagabine
nicardipine;tipranavir
nicardipine;tolbutamide
nicardipine;tolterodine
nicardipine;topotecan
nicardipine;torasemide
nicardipine;tramadol
nicardipine;trazodone
nicardipine;treprostinil
nicardipine;trimethoprim
nicardipine;trimipramine
nicardipine;vardenafil
nicardipine;venlafaxine
nicardipine;verapamil
nicardipine;vinblastine
nicardipine;vincristine
nicardipine;vinorelbine
nicardipine;voriconazole
nicardipine;warfarin
nicardipine;zafirlukast
nicardipine;zolpidem
nicardipine;zonisamide
nicardipine;zopiclone
ibuprofen;acebutolol
ibuprofen;acenocoumarol
ibuprofen;acetylsalicylic_acid
ibuprofen;alendronate
ibuprofen;anisindione
ibuprofen;atenolol
ibuprofen;betaxolol
ibuprofen;bevantolol
ibuprofen;bisoprolol
ibuprofen;bumetanide
ibuprofen;carteolol
ibuprofen;carvedilol
ibuprofen;colesevelam
ibuprofen;cyclosporine
ibuprofen;dicumarol
ibuprofen;esmolol
ibuprofen;ethacrynic_acid
ibuprofen;furosemide
ibuprofen;ginkgo_biloba
ibuprofen;labetalol
ibuprofen;lithium
ibuprofen;methotrexate
ibuprofen;metoprolol
ibuprofen;nadolol
ibuprofen;oxprenolol
ibuprofen;penbutolol
ibuprofen;pindolol
ibuprofen;practolol
ibuprofen;propranolol
ibuprofen;sotalol
ibuprofen;tamoxifen
ibuprofen;tolbutamide
ibuprofen;torasemide
ibuprofen;trandolapril
ibuprofen;treprostinil
ibuprofen;triflusal
ibuprofen;trimethoprim
ibuprofen;vilazodone
ibuprofen;voriconazole
ibuprofen;warfarin
methamphetamine;chlorpromazine
methamphetamine;fluoxetine
methamphetamine;fluphenazine
methamphetamine;fluvoxamine
methamphetamine;guanethidine
methamphetamine;isocarboxazid
methamphetamine;mesoridazine
methamphetamine;methotrimeprazine
methamphetamine;paroxetine
methamphetamine;perphenazine
methamphetamine;phenelzine
methamphetamine;prochlorperazine
methamphetamine;promethazine
methamphetamine;propericiazine
methamphetamine;rasagiline
methamphetamine;terbinafine
methamphetamine;thioridazine
methamphetamine;tramadol
methamphetamine;trandolapril
methamphetamine;tranylcypromine
methamphetamine;trifluoperazine
methamphetamine;triprolidine
pipecuronium;amikacin
pipecuronium;clindamycin
pipecuronium;gentamicin
pipecuronium;lincomycin
pipecuronium;netilmicin
pipecuronium;piperacillin
pipecuronium;tobramycin
ketoprofen;acenocoumarol
ketoprofen;acetylsalicylic_acid
ketoprofen;anisindione
ketoprofen;citalopram
ketoprofen;colesevelam
ketoprofen;cyclosporine
ketoprofen;dicumarol
ketoprofen;drotrecogin_alfa
ketoprofen;escitalopram
ketoprofen;fluoxetine
ketoprofen;fluvoxamine
ketoprofen;ginkgo_biloba
ketoprofen;ginseng
ketoprofen;ketorolac
ketoprofen;lithium
ketoprofen;methotrexate
ketoprofen;paroxetine
ketoprofen;pemetrexed
ketoprofen;s-adenosylmethionine
ketoprofen;sertraline
ketoprofen;telmisartan
ketoprofen;timolol
ketoprofen;trandolapril
ketoprofen;treprostinil
ketoprofen;warfarin
drospirenone;artemether
drospirenone;benazepril
drospirenone;bexarotene
drospirenone;candesartan
drospirenone;captopril
drospirenone;cilazapril
drospirenone;colesevelam
drospirenone;enalapril
drospirenone;eprosartan
drospirenone;fosinopril
drospirenone;heparin
drospirenone;irbesartan
drospirenone;lisinopril
drospirenone;losartan
drospirenone;olmesartan
drospirenone;perindopril
drospirenone;potassium
drospirenone;quinapril
drospirenone;ramipril
drospirenone;telmisartan
drospirenone;thiopental
drospirenone;trandolapril
drospirenone;treprostinil
drospirenone;tretinoin
drospirenone;triamterene
drospirenone;warfarin
colesevelam;alfacalcidol
colesevelam;amiodarone
colesevelam;bumetanide
colesevelam;calcitriol
colesevelam;celecoxib
colesevelam;chenodeoxycholic_acid
colesevelam;cholecalciferol
colesevelam;demeclocycline
colesevelam;desogestrel
colesevelam;diclofenac
colesevelam;diflunisal
colesevelam;doxercalciferol
colesevelam;doxycycline
colesevelam;drospirenone
colesevelam;ergocalciferol
colesevelam;ethacrynic_acid
colesevelam;ethinyl_estradiol
colesevelam;ethynodiol_diacetate
colesevelam;etodolac
colesevelam;etonogestrel
colesevelam;fenoprofen
colesevelam;flurbiprofen
colesevelam;furosemide
colesevelam;glyburide
colesevelam;ibuprofen
colesevelam;indomethacin
colesevelam;ketoprofen
colesevelam;ketorolac
colesevelam;leflunomide
colesevelam;levonorgestrel
colesevelam;meclofenamic_acid
colesevelam;medroxyprogesterone
colesevelam;mefenamic_acid
colesevelam;meloxicam
colesevelam;mestranol
colesevelam;minocycline
colesevelam;nabumetone
colesevelam;naproxen
colesevelam;niacin
colesevelam;norelgestromin
colesevelam;norethindrone
colesevelam;norgestimate
colesevelam;norgestrel
colesevelam;oxaprozin
colesevelam;paricalcitol
colesevelam;phenytoin
colesevelam;pioglitazone
colesevelam;piroxicam
colesevelam;pravastatin
colesevelam;raloxifene
colesevelam;rosiglitazone
colesevelam;sulindac
colesevelam;tetracycline
colesevelam;tiaprofenic_acid
colesevelam;tolmetin
colesevelam;torasemide
colesevelam;trichlormethiazide
colesevelam;ursodeoxycholic_acid
piroxicam;acebutolol
piroxicam;acenocoumarol
piroxicam;alendronate
piroxicam;anisindione
piroxicam;atenolol
piroxicam;betaxolol
piroxicam;bevantolol
piroxicam;bisoprolol
piroxicam;carteolol
piroxicam;carvedilol
piroxicam;colesevelam
piroxicam;cyclosporine
piroxicam;dicumarol
piroxicam;esmolol
piroxicam;ginkgo_biloba
piroxicam;labetalol
piroxicam;lithium
piroxicam;methotrexate
piroxicam;metoprolol
piroxicam;nadolol
piroxicam;oxprenolol
piroxicam;penbutolol
piroxicam;pindolol
piroxicam;practolol
piroxicam;propranolol
piroxicam;ritonavir
piroxicam;sotalol
piroxicam;tamoxifen
piroxicam;telmisartan
piroxicam;timolol
piroxicam;tolbutamide
piroxicam;torasemide
piroxicam;trandolapril
piroxicam;treprostinil
piroxicam;triflusal
piroxicam;trimethoprim
piroxicam;vilazodone
piroxicam;voriconazole
piroxicam;warfarin
neostigmine;dexamethasone
neostigmine;fludrocortisone
neostigmine;hydrocortisone
neostigmine;prednisolone
neostigmine;prednisone
neostigmine;triamcinolone
theophylline;aciclovir
theophylline;adenosine
theophylline;amobarbital
theophylline;aprobarbital
theophylline;atracurium
theophylline;bromazepam
theophylline;butabarbital
theophylline;butalbital
theophylline;butethal
theophylline;carbamazepine
theophylline;carteolol
theophylline;cimetidine
theophylline;ciprofloxacin
theophylline;clarithromycin
theophylline;dihydroquinidine_barbiturate
theophylline;disulfiram
theophylline;doxacurium_chloride
theophylline;enoxacin
theophylline;erythromycin
theophylline;ethinyl_estradiol
theophylline;ethotoin
theophylline;fluvoxamine
theophylline;fosphenytoin
theophylline;grepafloxacin
theophylline;halothane
theophylline;heptabarbital
theophylline;hexobarbital
theophylline;interferon_alfa-2a,_recombinant
theophylline;interferon_alfa-2b,_recombinant
theophylline;interferon_alfa-n1
theophylline;isoniazid
theophylline;josamycin
theophylline;lithium
theophylline;mephenytoin
theophylline;mestranol
theophylline;methohexital
theophylline;methylphenobarbital
theophylline;metocurine
theophylline;mexiletine
theophylline;mivacurium
theophylline;nadolol
theophylline;norfloxacin
theophylline;pancuronium
theophylline;pefloxacin
theophylline;peginterferon_alfa-2a
theophylline;peginterferon_alfa-2b
theophylline;penbutolol
theophylline;pentobarbital
theophylline;pentoxifylline
theophylline;phenobarbital
theophylline;phenytoin
theophylline;pindolol
theophylline;primidone
theophylline;propafenone
theophylline;propranolol
theophylline;quinidine_barbiturate
theophylline;rifampin
theophylline;ritonavir
theophylline;rofecoxib
theophylline;secobarbital
theophylline;sotalol
theophylline;st._john's_wort
theophylline;tacrine
theophylline;talbutal
theophylline;telithromycin
theophylline;temazepam
theophylline;terbinafine
theophylline;thiabendazole
theophylline;ticlopidine
theophylline;timolol
theophylline;tipranavir
theophylline;troleandomycin
theophylline;tubocurarine
theophylline;vecuronium
theophylline;verapamil
theophylline;voriconazole
theophylline;zafirlukast
theophylline;zileuton
theophylline;interferon_alpha-2b
valrubicin;docetaxel
valrubicin;natalizumab
valrubicin;paclitaxel
valrubicin;trastuzumab
hydralazine;metoprolol
hydralazine;propranolol
hydralazine;treprostinil
mebendazole;ethotoin
mebendazole;fosphenytoin
mebendazole;mephenytoin
mebendazole;phenytoin
atropine;cinitapride
atropine;donepezil
atropine;galantamine
atropine;haloperidol
atropine;tacrine
atropine;trimethobenzamide
atropine;triprolidine
atropine;trospium
peginterferon_alfa-2a;aminophylline
peginterferon_alfa-2a;dyphylline
peginterferon_alfa-2a;oxtriphylline
peginterferon_alfa-2a;telbivudine
peginterferon_alfa-2a;theophylline
peginterferon_alfa-2b;aminophylline
peginterferon_alfa-2b;dyphylline
peginterferon_alfa-2b;oxtriphylline
peginterferon_alfa-2b;theophylline
tetracycline;acenocoumarol
tetracycline;acitretin
tetracycline;aluminium
tetracycline;amoxicillin
tetracycline;ampicillin
tetracycline;anisindione
tetracycline;atovaquone
tetracycline;attapulgite
tetracycline;azlocillin
tetracycline;aztreonam
tetracycline;bacampicillin
tetracycline;bexarotene
tetracycline;bismuth_subsalicylate
tetracycline;calcium
tetracycline;calcium_acetate
tetracycline;calcium_chloride
tetracycline;carbenicillin
tetracycline;clavulanate
tetracycline;cloxacillin
tetracycline;colesevelam
tetracycline;cyclacillin
tetracycline;dicloxacillin
tetracycline;dicumarol
tetracycline;dihydroxyaluminium
tetracycline;ethinyl_estradiol
tetracycline;etretinate
tetracycline;flucloxacillin
tetracycline;hetacillin
tetracycline;iron
tetracycline;iron_dextran
tetracycline;isotretinoin
tetracycline;magnesium
tetracycline;magnesium_salicylate
tetracycline;mestranol
tetracycline;methicillin_acyl-serine
tetracycline;methotrexate
tetracycline;methoxyflurane
tetracycline;mezlocillin
tetracycline;nafcillin
tetracycline;oxacillin
tetracycline;penicillin_g
tetracycline;penicillin_v
tetracycline;piperacillin
tetracycline;pivampicillin
tetracycline;pivmecillinam
tetracycline;quinapril
tetracycline;tamsulosin
tetracycline;tazobactam
tetracycline;ticarcillin
tetracycline;tolterodine
tetracycline;tramadol
tetracycline;trazodone
tetracycline;tretinoin
tetracycline;trisalicylate-choline
tetracycline;warfarin
tetracycline;zinc
metyrapone;cyproheptadine
metyrapone;fosphenytoin
metyrapone;phenytoin
urea;treprostinil
kava;alprazolam
kava;chlordiazepoxide
kava;clobazam
kava;clonazepam
kava;clorazepate
kava;diazepam
kava;estazolam
kava;flurazepam
kava;lorazepam
kava;midazolam
kava;oxazepam
kava;temazepam
kava;triazolam
thioguanine;aminosalicylic_acid
thioguanine;busulfan
thioguanine;mercaptopurine
thioguanine;mesalazine
thioguanine;natalizumab
thioguanine;olsalazine
thioguanine;sulfasalazine
thioguanine;trastuzumab
quinapril;amiloride
quinapril;drospirenone
quinapril;lithium
quinapril;potassium
quinapril;spironolactone
quinapril;tetracycline
quinapril;tizanidine
quinapril;tobramycin
quinapril;treprostinil
quinapril;triamterene
quinapril;trovafloxacin
candesartan;amiloride
candesartan;drospirenone
candesartan;lithium
candesartan;potassium
candesartan;spironolactone
candesartan;tobramycin
candesartan;trandolapril
candesartan;treprostinil
candesartan;triamterene
clorazepate;amprenavir
clorazepate;cimetidine
clorazepate;clozapine
clorazepate;ethotoin
clorazepate;fluconazole
clorazepate;fosamprenavir
clorazepate;fosphenytoin
clorazepate;indinavir
clorazepate;itraconazole
clorazepate;kava
clorazepate;ketoconazole
clorazepate;mephenytoin
clorazepate;nelfinavir
clorazepate;omeprazole
clorazepate;phenytoin
clorazepate;ritonavir
clorazepate;saquinavir
clorazepate;telithromycin
clorazepate;tipranavir
clorazepate;triprolidine
clorazepate;voriconazole
benzthiazide;digoxin
benzthiazide;lithium
gemifloxacin;aluminium
gemifloxacin;calcium_acetate
gemifloxacin;iron
gemifloxacin;iron_dextran
gemifloxacin;magnesium
gemifloxacin;magnesium_oxide
gemifloxacin;magnesium_salicylate
gemifloxacin;sucralfate
gemifloxacin;zinc
chloramphenicol;acetohexamide
chloramphenicol;butalbital
chloramphenicol;chlorpropamide
chloramphenicol;cyclosporine
chloramphenicol;ethotoin
chloramphenicol;fosphenytoin
chloramphenicol;gliclazide
chloramphenicol;glipizide
chloramphenicol;glisoxepide
chloramphenicol;glyburide
chloramphenicol;glycodiazine
chloramphenicol;mephenytoin
chloramphenicol;phenytoin
chloramphenicol;rifampin
chloramphenicol;tacrolimus
chloramphenicol;thiopental
chloramphenicol;tolazamide
chloramphenicol;tolbutamide
oxymorphone;cimetidine
oxymorphone;triprolidine
cevimeline;conivaptan
cevimeline;tacrine
cimetidine;acenocoumarol
cimetidine;alfentanil
cimetidine;alprazolam
cimetidine;aminophylline
cimetidine;amitriptyline
cimetidine;amoxapine
cimetidine;anisindione
cimetidine;astemizole
cimetidine;atazanavir
cimetidine;carbamazepine
cimetidine;carmustine
cimetidine;cefditoren
cimetidine;chlordiazepoxide
cimetidine;clomipramine
cimetidine;clonazepam
cimetidine;clorazepate
cimetidine;clozapine
cimetidine;codeine
cimetidine;desipramine
cimetidine;diazepam
cimetidine;dicumarol
cimetidine;dihydroquinidine_barbiturate
cimetidine;dofetilide
cimetidine;donepezil
cimetidine;doxepin
cimetidine;dyphylline
cimetidine;enoxacin
cimetidine;epirubicin
cimetidine;estazolam
cimetidine;ethotoin
cimetidine;fentanyl
cimetidine;flecainide
cimetidine;flurazepam
cimetidine;fosphenytoin
cimetidine;galantamine
cimetidine;halazepam
cimetidine;heroin
cimetidine;imipramine
cimetidine;itraconazole
cimetidine;ketazolam
cimetidine;ketoconazole
cimetidine;labetalol
cimetidine;lidocaine
cimetidine;mephenytoin
cimetidine;metformin
cimetidine;methadone
cimetidine;metoprolol
cimetidine;midazolam
cimetidine;moclobemide
cimetidine;nalbuphine
cimetidine;nifedipine
cimetidine;nimodipine
cimetidine;nitrendipine
cimetidine;nortriptyline
cimetidine;oxtriphylline
cimetidine;oxycodone
cimetidine;oxymorphone
cimetidine;phenytoin
cimetidine;posaconazole
cimetidine;pramipexole
cimetidine;prazepam
cimetidine;procainamide
cimetidine;propoxyphene
cimetidine;propranolol
cimetidine;protriptyline
cimetidine;quazepam
cimetidine;quinidine
cimetidine;quinidine_barbiturate
cimetidine;rivastigmine
cimetidine;sildenafil
cimetidine;sufentanil
cimetidine;tacrine
cimetidine;tacrolimus
cimetidine;tamoxifen
cimetidine;tamsulosin
cimetidine;terfenadine
cimetidine;theophylline
cimetidine;ticlopidine
cimetidine;timolol
cimetidine;tizanidine
cimetidine;tolazoline
cimetidine;tolterodine
cimetidine;tramadol
cimetidine;trazodone
cimetidine;triazolam
cimetidine;trimipramine
cimetidine;vilazodone
cimetidine;warfarin
cimetidine;zaleplon
quinestrol;fosphenytoin
quinestrol;griseofulvin
quinestrol;phenobarbital
quinestrol;phenytoin
quinestrol;prednisolone
quinestrol;prednisone
quinestrol;primidone
sulfamethizole;chlorpropamide
sulfamethizole;fosphenytoin
sulfamethizole;methenamine_mandelate
sulfamethizole;methotrexate
sulfamethizole;phenytoin
maprotiline;artemether
maprotiline;cisapride
maprotiline;desvenlafaxine
maprotiline;donepezil
maprotiline;galantamine
maprotiline;lumefantrine
maprotiline;mesoridazine
